    0                        CZ04_C021000180cap_249.tif     264162.54381407349    3364149.96921602170  355.377703   -4.167482    1.406100  174.978626 16  N  30.386318674  -89.454431493   512285.4443   -1.032468    4.275222  183.868981
    1                        CZ04_C021000181cap_250.tif     264157.85785969626    3364072.51293133990  357.196308   -4.969582    1.550946  176.002527 16  N  30.385619430  -89.454462759   512286.4483   -1.195247    5.066680  182.875581
    2                        CZ04_C021000182cap_251.tif     264153.69474966248    3363996.53078070420  359.526965   -5.645893    2.304668  176.280221 16  N  30.384933579  -89.454488920   512287.4363   -1.922705    5.786725  182.688551
    3                        CZ04_C021000183cap_252.tif     264149.94822114904    3363919.19638913540  362.611991   -4.801742    2.679197  176.509727 16  N  30.384235618  -89.454510444   512288.4462   -2.372565    4.960143  182.463345
    4                        CZ04_C021000184cap_253.tif     264146.73923391546    3363842.76253640700  365.589892   -5.316377    2.350428  176.960945 16  N  30.383545880  -89.454526581   512289.4472   -2.055358    5.436975  182.003759
    5                        CZ04_C021000185cap_254.tif     264144.09312030091    3363766.76688803220  368.557190   -5.804681    2.238084  176.677708 16  N  30.382860203  -89.454536964   512290.4462   -1.886821    5.927800  182.291456
    6                        CZ04_C021000186cap_255.tif     264141.68885501148    3363690.89927690010  371.527462   -5.362745    0.870207  177.641188 16  N  30.382175728  -89.454544861   512291.4481   -0.645250    5.394346  181.187967
    7                        CZ04_C021000187cap_256.tif     264139.54093579890    3363615.35267398740  374.272966   -4.884694    0.086649  178.263038 16  N  30.381494197  -89.454550165   512292.4491    0.061587    4.885073  180.496056
    8                        CZ04_C021000188cap_257.tif     264137.65330297779    3363539.88986426270  376.732126   -5.607115   -0.250208  177.332492 16  N  30.380813472  -89.454552782   512293.4499    0.509286    5.589597  181.388441
    9                        CZ04_C021000189cap_258.tif     264135.65963849809    3363464.47630273920  379.293774   -5.339910   -1.046386  177.471707 16  N  30.380133171  -89.454556512   512294.4509    1.276095    5.289858  181.178615
   10                        CZ04_C021000190cap_259.tif     264133.56579459074    3363389.14762694950  381.543071   -4.633788    0.234630  178.909439 16  N  30.379453615  -89.454561304   512295.4508   -0.145722    4.637427  179.864048
   11                        CZ04_C021000191cap_260.tif     264131.82884357544    3363313.66430396680  383.267499   -5.029134    0.135704  178.519824 16  N  30.378772735  -89.454562350   512296.4518   -0.005395    5.030957  180.244492
   12                        CZ04_C021000192cap_261.tif     264130.28181007062    3363238.17155633960  385.226728   -5.220053   -0.338662  178.281935 16  N  30.378091806  -89.454561419   512297.4528    0.493398    5.207740  180.438333
   13                        CZ04_C021000193cap_262.tif     264128.68592744571    3363162.76223114270  387.681660   -4.142916   -0.103736  179.678428 16  N  30.377411621  -89.454561015   512298.4537    0.126695    4.142278  179.071408
   14                        CZ04_C021000194cap_263.tif     264127.52232569689    3363087.22877715340  390.226143   -3.188463    0.799389  178.794795 16  N  30.376730400  -89.454556089   512299.4547   -0.730940    3.204831  180.006099
   15                        CZ04_C021000195cap_264.tif     264126.53629988502    3363011.38654558030  392.450040   -2.302687   -0.830417  178.769355 16  N  30.376046430  -89.454549247   512300.4557    0.879003    2.284590  179.954654
   16                        CZ04_C021000196cap_265.tif     264125.64018041227    3362935.19942337510  393.946241   -1.799833    1.473178  179.460401 16  N  30.375359369  -89.454541393   512301.4566   -1.455433    1.814211  179.344042
   17                        CZ04_C021000197cap_266.tif     264125.16631032061    3362858.70762492760  394.920687   -1.280210    0.545730  179.371902 16  N  30.374669643  -89.454529080   512302.4566   -0.531528    1.286171  179.398449
   18                        CZ04_C021000198cap_267.tif     264124.89580573095    3362781.69843038220  395.490691   -1.837957    2.880750 -178.819632 16  N  30.373975291  -89.454514537   512303.4576   -2.916558    1.780557  177.669503
   19                        CZ04_C021000199cap_268.tif     264125.43389226682    3362704.33222426750  395.995249   -0.788383    1.564908 -179.182612 16  N  30.373277879  -89.454491506   512304.4575   -1.575851    0.766271  177.962276
   20                        CZ04_C021000200cap_269.tif     264126.37308688660    3362626.43950590910  395.671373   -2.008786   -1.345275 -179.993169 16  N  30.372575799  -89.454464186   512305.4577    1.344208    2.009500  178.704405
   21                        CZ04_C021000201cap_270.tif     264127.11275575496    3362548.16159661810  395.474488   -1.849271   -1.168311 -179.034194 16  N  30.371870206  -89.454438855   512306.4575    1.136365    1.869067  177.755237
   22                        CZ04_C021000202cap_271.tif     264128.04203076358    3362469.43959015890  395.235068   -2.875912   -2.076150  179.456022 16  N  30.371160647  -89.454411454   512307.4584    2.100751    2.857998  179.197921
   23                        CZ04_C021000203cap_272.tif     264128.77175000036    3362390.59569514360  395.051108   -3.695514   -3.429347  177.732933 16  N  30.370449949  -89.454386100   512308.4594    3.565882    3.563962  180.803941
   24                        CZ04_C021000204cap_273.tif     264128.87378158956    3362311.69079484420  395.264427   -2.961335   -4.034929  177.954260 16  N  30.369738579  -89.454367260   512309.4605    4.132892    2.822885  180.598077
   25                        CZ04_C021000205cap_274.tif     264128.40771380893    3362232.54264772080  396.246411   -1.752731   -3.058426  177.969653 16  N  30.369024905  -89.454354272   512310.4614    3.117250    1.645764  180.697353
   26                        CZ04_C021000206cap_275.tif     264127.50244315749    3362153.18553372430  397.261764   -2.181683   -2.355591  178.124379 16  N  30.368309260  -89.454345805   512311.4613    2.424072    2.105324  180.544829
   27                        CZ04_C021000207cap_276.tif     264126.44662501581    3362073.49588002680  399.151038   -1.572247    0.972286  177.778923 16  N  30.367590588  -89.454338828   512312.4623   -0.910256    1.608949  181.005846
   28                        CZ04_C021000208cap_277.tif     264125.54175174539    3361993.52696140950  401.247886   -2.867946    0.839024  178.103397 16  N  30.366869428  -89.454330219   512313.4633   -0.742627    2.894385  180.695045
   29                        CZ04_C021000209cap_278.tif     264124.96730664314    3361913.53707125460  404.388982   -2.142351    2.850062  178.898510 16  N  30.366148143  -89.454318171   512314.4632   -2.806317    2.199360  179.967379
   30                        CZ04_C021000210cap_279.tif     264124.98097558483    3361833.42645884400  407.192976   -3.239505    1.872044  178.855690 16  N  30.365425885  -89.454299982   512315.4632   -1.803985    3.277864  180.007617
